i,t,x_tip,y_tip
125532,37.5811,-0.365787,-0.365787
125533,37.5814,-0.365778,-0.365778
125534,37.5817,-0.365768,-0.365768
125535,37.582,-0.365758,-0.365758
125536,37.5823,-0.365749,-0.365749
125537,37.5826,-0.365739,-0.365739
125538,37.5829,-0.365729,-0.365729
125539,37.5832,-0.365719,-0.365719
125540,37.5835,-0.365709,-0.365709
125541,37.5838,-0.365699,-0.365699
125542,37.5841,-0.365688,-0.365688
125543,37.5844,-0.365677,-0.365677
125544,37.5847,-0.365666,-0.365666
125545,37.585,-0.365656,-0.365656
125546,37.5853,-0.365645,-0.365645
125547,37.5856,-0.365633,-0.365633
125548,37.5859,-0.365622,-0.365622
125549,37.5862,-0.365611,-0.365611
125550,37.5865,-0.365599,-0.365599
125551,37.5868,-0.365587,-0.365587
125552,37.5871,-0.365575,-0.365575
125553,37.5874,-0.365563,-0.365563
125554,37.5877,-0.365551,-0.365551
125555,37.588,-0.365539,-0.365539
125556,37.5883,-0.365526,-0.365526
125557,37.5886,-0.365514,-0.365514
125558,37.5889,-0.365501,-0.365501
125559,37.5892,-0.365488,-0.365488
125560,37.5895,-0.365475,-0.365475
125561,37.5898,-0.365462,-0.365462
125562,37.5901,-0.365448,-0.365448
125563,37.5904,-0.365435,-0.365435
125564,37.5907,-0.365422,-0.365422
125565,37.591,-0.365408,-0.365408
125566,37.5913,-0.365394,-0.365394
125567,37.5916,-0.36538,-0.36538
125568,37.5919,-0.365365,-0.365365
125569,37.5922,-0.365351,-0.365351
125570,37.5925,-0.365336,-0.365336
125571,37.5928,-0.365322,-0.365322
125572,37.5931,-0.365308,-0.365308
125573,37.5934,-0.365293,-0.365293
125574,37.5937,-0.365277,-0.365277
125575,37.594,-0.365262,-0.365262
125576,37.5943,-0.365247,-0.365247
125577,37.5946,-0.365231,-0.365231
125578,37.5949,-0.365216,-0.365216
125579,37.5952,-0.3652,-0.3652
125580,37.5955,-0.365185,-0.365185
125581,37.5958,-0.365168,-0.365168
125582,37.5961,-0.365152,-0.365152
125583,37.5964,-0.365136,-0.365136
125584,37.5967,-0.365119,-0.365119
125585,37.597,-0.365102,-0.365102
125586,37.5973,-0.365086,-0.365086
125587,37.5976,-0.36507,-0.36507
125588,37.5979,-0.365053,-0.365053
125589,37.5982,-0.365035,-0.365035
125590,37.5985,-0.365018,-0.365018
125591,37.5988,-0.365001,-0.365001
125592,37.5991,-0.364983,-0.364983
125593,37.5994,-0.364965,-0.364965
125594,37.5997,-0.364947,-0.364947
125595,37.6,-0.36493,-0.36493
125596,37.6003,-0.364912,-0.364912
125597,37.6006,-0.364894,-0.364894
125598,37.6009,-0.364875,-0.364875
125599,37.6012,-0.364857,-0.364857
125600,37.6015,-0.364838,-0.364838
125601,37.6018,-0.364819,-0.364819
125602,37.6021,-0.3648,-0.3648
125603,37.6024,-0.364782,-0.364782
125604,37.6027,-0.364763,-0.364763
125605,37.603,-0.364743,-0.364743
125606,37.6033,-0.364724,-0.364724
125607,37.6036,-0.364704,-0.364704
125608,37.6039,-0.364684,-0.364684
125609,37.6042,-0.364664,-0.364664
125610,37.6045,-0.364644,-0.364644
125611,37.6048,-0.364625,-0.364625
125612,37.6051,-0.364605,-0.364605
125613,37.6054,-0.364584,-0.364584
125614,37.6057,-0.364563,-0.364563
125615,37.606,-0.364543,-0.364543
125616,37.6063,-0.364522,-0.364522
125617,37.6066,-0.364501,-0.364501
125618,37.6069,-0.36448,-0.36448
125619,37.6072,-0.364459,-0.364459
125620,37.6075,-0.364438,-0.364438
125621,37.6078,-0.364416,-0.364416
125622,37.6081,-0.364394,-0.364394
125623,37.6084,-0.364373,-0.364373
125624,37.6087,-0.364351,-0.364351
125625,37.609,-0.364329,-0.364329
125626,37.6093,-0.364307,-0.364307
125627,37.6096,-0.364285,-0.364285
125628,37.6099,-0.364263,-0.364263
125629,37.6102,-0.36424,-0.36424
125630,37.6105,-0.364217,-0.364217
125631,37.6108,-0.364194,-0.364194
125632,37.6111,-0.364172,-0.364172
125633,37.6114,-0.364148,-0.364148
125634,37.6117,-0.364125,-0.364125
125635,37.612,-0.364102,-0.364102
125636,37.6123,-0.364079,-0.364079
125637,37.6126,-0.364055,-0.364055
125638,37.6129,-0.364031,-0.364031
125639,37.6132,-0.364008,-0.364008
125640,37.6135,-0.363984,-0.363984
125641,37.6138,-0.363959,-0.363959
125642,37.6141,-0.363935,-0.363935
125643,37.6144,-0.363911,-0.363911
125644,37.6147,-0.363887,-0.363887
125645,37.615,-0.363862,-0.363862
125646,37.6153,-0.363837,-0.363837
125647,37.6156,-0.363812,-0.363812
125648,37.6159,-0.363788,-0.363788
125649,37.6162,-0.363762,-0.363762
125650,37.6165,-0.363737,-0.363737
125651,37.6168,-0.363712,-0.363712
125652,37.6171,-0.363686,-0.363686
125653,37.6174,-0.36366,-0.36366
125654,37.6177,-0.363634,-0.363634
125655,37.618,-0.363609,-0.363609
125656,37.6183,-0.363583,-0.363583
125657,37.6186,-0.363557,-0.363557
125658,37.6189,-0.36353,-0.36353
125659,37.6192,-0.363504,-0.363504
125660,37.6195,-0.363478,-0.363478
125661,37.6198,-0.363451,-0.363451
125662,37.6201,-0.363424,-0.363424
125663,37.6204,-0.363397,-0.363397
125664,37.6207,-0.36337,-0.36337
125665,37.621,-0.363343,-0.363343
125666,37.6213,-0.363316,-0.363316
125667,37.6216,-0.363288,-0.363288
125668,37.6219,-0.363261,-0.363261
125669,37.6222,-0.363233,-0.363233
125670,37.6225,-0.363205,-0.363205
125671,37.6228,-0.363177,-0.363177
125672,37.6231,-0.363149,-0.363149
125673,37.6234,-0.363121,-0.363121
125674,37.6237,-0.363093,-0.363093
125675,37.624,-0.363065,-0.363065
125676,37.6243,-0.363036,-0.363036
125677,37.6246,-0.363007,-0.363007
125678,37.6249,-0.362978,-0.362978
125679,37.6251,-0.36295,-0.36295
125680,37.6254,-0.36292,-0.36292
125681,37.6257,-0.362891,-0.362891
125682,37.626,-0.362862,-0.362862
125683,37.6263,-0.362833,-0.362833
125684,37.6266,-0.362803,-0.362803
125685,37.6269,-0.362773,-0.362773
125686,37.6272,-0.362743,-0.362743
125687,37.6275,-0.362713,-0.362713
125688,37.6278,-0.362683,-0.362683
125689,37.6281,-0.362653,-0.362653
125690,37.6284,-0.362622,-0.362622
125691,37.6287,-0.362592,-0.362592
125692,37.629,-0.362562,-0.362562
125693,37.6293,-0.362531,-0.362531
125694,37.6296,-0.3625,-0.3625
125695,37.6299,-0.362469,-0.362469
125696,37.6302,-0.362438,-0.362438
125697,37.6305,-0.362407,-0.362407
125698,37.6308,-0.362375,-0.362375
125699,37.6311,-0.362344,-0.362344
125700,37.6314,-0.362313,-0.362313
125701,37.6317,-0.362281,-0.362281
125702,37.632,-0.362249,-0.362249
125703,37.6323,-0.362217,-0.362217
125704,37.6326,-0.362185,-0.362185
125705,37.6329,-0.362153,-0.362153
125706,37.6332,-0.36212,-0.36212
125707,37.6335,-0.362088,-0.362088
125708,37.6338,-0.362056,-0.362056
125709,37.6341,-0.362023,-0.362023
125710,37.6344,-0.36199,-0.36199
125711,37.6347,-0.361957,-0.361957
125712,37.635,-0.361924,-0.361924
125713,37.6353,-0.361891,-0.361891
125714,37.6356,-0.361857,-0.361857
125715,37.6359,-0.361824,-0.361824
125716,37.6362,-0.361791,-0.361791
125717,37.6365,-0.361757,-0.361757
125718,37.6368,-0.361723,-0.361723
125719,37.6371,-0.361689,-0.361689
125720,37.6374,-0.361655,-0.361655
125721,37.6377,-0.361621,-0.361621
125722,37.638,-0.361586,-0.361586
125723,37.6383,-0.361552,-0.361552
125724,37.6386,-0.361518,-0.361518
125725,37.6389,-0.361483,-0.361483
125726,37.6392,-0.361448,-0.361448
125727,37.6395,-0.361414,-0.361414
125728,37.6398,-0.361379,-0.361379
125729,37.6401,-0.361343,-0.361343
125730,37.6404,-0.361308,-0.361308
125731,37.6407,-0.361273,-0.361273
125732,37.641,-0.361237,-0.361237
125733,37.6413,-0.361202,-0.361202
125734,37.6416,-0.361166,-0.361166
125735,37.6419,-0.36113,-0.36113
125736,37.6422,-0.361094,-0.361094
125737,37.6425,-0.361058,-0.361058
125738,37.6428,-0.361021,-0.361021
125739,37.6431,-0.360986,-0.360986
125740,37.6434,-0.360949,-0.360949
125741,37.6437,-0.360912,-0.360912
125742,37.644,-0.360876,-0.360876
125743,37.6443,-0.360839,-0.360839
125744,37.6446,-0.360802,-0.360802
125745,37.6449,-0.360765,-0.360765
125746,37.6452,-0.360727,-0.360727
125747,37.6455,-0.360691,-0.360691
125748,37.6458,-0.360653,-0.360653
125749,37.6461,-0.360615,-0.360615
125750,37.6464,-0.360578,-0.360578
125751,37.6467,-0.36054,-0.36054
125752,37.647,-0.360502,-0.360502
125753,37.6473,-0.360464,-0.360464
125754,37.6476,-0.360426,-0.360426
125755,37.6479,-0.360388,-0.360388
125756,37.6482,-0.36035,-0.36035
125757,37.6485,-0.360311,-0.360311
125758,37.6488,-0.360273,-0.360273
125759,37.6491,-0.360234,-0.360234
125760,37.6494,-0.360195,-0.360195
125761,37.6497,-0.360156,-0.360156
125762,37.65,-0.360117,-0.360117
125763,37.6503,-0.360078,-0.360078
125764,37.6506,-0.360039,-0.360039
125765,37.6509,-0.359999,-0.359999
125766,37.6512,-0.35996,-0.35996
125767,37.6515,-0.35992,-0.35992
125768,37.6518,-0.359881,-0.359881
125769,37.6521,-0.35984,-0.35984
125770,37.6524,-0.3598,-0.3598
125771,37.6527,-0.359761,-0.359761
125772,37.653,-0.359721,-0.359721
125773,37.6533,-0.35968,-0.35968
125774,37.6536,-0.35964,-0.35964
125775,37.6539,-0.359599,-0.359599
125776,37.6542,-0.359559,-0.359559
125777,37.6545,-0.359517,-0.359517
125778,37.6548,-0.359477,-0.359477
125779,37.6551,-0.359436,-0.359436
125780,37.6554,-0.359395,-0.359395
125781,37.6557,-0.359353,-0.359353
125782,37.656,-0.359312,-0.359312
125783,37.6563,-0.359271,-0.359271
125784,37.6566,-0.359229,-0.359229
125785,37.6569,-0.359187,-0.359187
125786,37.6572,-0.359146,-0.359146
125787,37.6575,-0.359104,-0.359104
125788,37.6578,-0.359062,-0.359062
125789,37.6581,-0.35902,-0.35902
125790,37.6584,-0.358978,-0.358978
125791,37.6587,-0.358936,-0.358936
125792,37.659,-0.358893,-0.358893
125793,37.6593,-0.35885,-0.35885
125794,37.6596,-0.358807,-0.358807
125795,37.6599,-0.358765,-0.358765
125796,37.6602,-0.358722,-0.358722
125797,37.6605,-0.358679,-0.358679
125798,37.6608,-0.358636,-0.358636
125799,37.6611,-0.358593,-0.358593
125800,37.6614,-0.358549,-0.358549
125801,37.6617,-0.358506,-0.358506
125802,37.662,-0.358462,-0.358462
125803,37.6623,-0.358419,-0.358419
125804,37.6626,-0.358375,-0.358375
125805,37.6629,-0.358331,-0.358331
125806,37.6632,-0.358287,-0.358287
125807,37.6635,-0.358243,-0.358243
125808,37.6638,-0.358199,-0.358199
125809,37.6641,-0.358154,-0.358154
125810,37.6644,-0.358109,-0.358109
125811,37.6647,-0.358065,-0.358065
125812,37.665,-0.358021,-0.358021
125813,37.6653,-0.357975,-0.357975
125814,37.6656,-0.357931,-0.357931
125815,37.6659,-0.357886,-0.357886
125816,37.6662,-0.357841,-0.357841
125817,37.6665,-0.357795,-0.357795
125818,37.6668,-0.35775,-0.35775
125819,37.6671,-0.357705,-0.357705
125820,37.6674,-0.357659,-0.357659
125821,37.6677,-0.357613,-0.357613
125822,37.668,-0.357568,-0.357568
125823,37.6683,-0.357522,-0.357522
125824,37.6686,-0.357476,-0.357476
125825,37.6689,-0.35743,-0.35743
125826,37.6692,-0.357383,-0.357383
125827,37.6695,-0.357337,-0.357337
125828,37.6698,-0.357291,-0.357291
125829,37.6701,-0.357244,-0.357244
125830,37.6704,-0.357197,-0.357197
125831,37.6707,-0.357151,-0.357151
125832,37.671,-0.357104,-0.357104
125833,37.6713,-0.357057,-0.357057
125834,37.6716,-0.35701,-0.35701
125835,37.6719,-0.356963,-0.356963
125836,37.6722,-0.356916,-0.356916
125837,37.6725,-0.356868,-0.356868
125838,37.6728,-0.35682,-0.35682
125839,37.6731,-0.356773,-0.356773
125840,37.6734,-0.356726,-0.356726
125841,37.6737,-0.356677,-0.356677
125842,37.674,-0.356629,-0.356629
125843,37.6743,-0.356582,-0.356582
125844,37.6746,-0.356533,-0.356533
125845,37.6749,-0.356485,-0.356485
125846,37.6751,-0.356436,-0.356436
125847,37.6754,-0.356388,-0.356388
125848,37.6757,-0.35634,-0.35634
125849,37.676,-0.356291,-0.356291
125850,37.6763,-0.356242,-0.356242
125851,37.6766,-0.356193,-0.356193
125852,37.6769,-0.356144,-0.356144
125853,37.6772,-0.356095,-0.356095
125854,37.6775,-0.356046,-0.356046
125855,37.6778,-0.355997,-0.355997
125856,37.6781,-0.355947,-0.355947
125857,37.6784,-0.355897,-0.355897
125858,37.6787,-0.355848,-0.355848
125859,37.679,-0.355798,-0.355798
125860,37.6793,-0.355748,-0.355748
125861,37.6796,-0.355698,-0.355698
125862,37.6799,-0.355648,-0.355648
125863,37.6802,-0.355598,-0.355598
125864,37.6805,-0.355548,-0.355548
125865,37.6808,-0.355497,-0.355497
125866,37.6811,-0.355447,-0.355447
125867,37.6814,-0.355397,-0.355397
125868,37.6817,-0.355346,-0.355346
125869,37.682,-0.355295,-0.355295
125870,37.6823,-0.355244,-0.355244
125871,37.6826,-0.355193,-0.355193
125872,37.6829,-0.355142,-0.355142
125873,37.6832,-0.35509,-0.35509
125874,37.6835,-0.355039,-0.355039
125875,37.6838,-0.354988,-0.354988
125876,37.6841,-0.354936,-0.354936
125877,37.6844,-0.354884,-0.354884
125878,37.6847,-0.354833,-0.354833
125879,37.685,-0.354781,-0.354781
125880,37.6853,-0.354729,-0.354729
125881,37.6856,-0.354677,-0.354677
125882,37.6859,-0.354625,-0.354625
125883,37.6862,-0.354573,-0.354573
125884,37.6865,-0.354521,-0.354521
125885,37.6868,-0.354468,-0.354468
125886,37.6871,-0.354415,-0.354415
125887,37.6874,-0.354363,-0.354363
125888,37.6877,-0.35431,-0.35431
125889,37.688,-0.354257,-0.354257
125890,37.6883,-0.354204,-0.354204
125891,37.6886,-0.354151,-0.354151
125892,37.6889,-0.354098,-0.354098
125893,37.6892,-0.354044,-0.354044
125894,37.6895,-0.353991,-0.353991
125895,37.6898,-0.353938,-0.353938
125896,37.6901,-0.353884,-0.353884
125897,37.6904,-0.35383,-0.35383
125898,37.6907,-0.353777,-0.353777
125899,37.691,-0.353723,-0.353723
125900,37.6913,-0.353669,-0.353669
125901,37.6916,-0.353615,-0.353615
125902,37.6919,-0.35356,-0.35356
125903,37.6922,-0.353507,-0.353507
125904,37.6925,-0.353452,-0.353452
125905,37.6928,-0.353397,-0.353397
125906,37.6931,-0.353343,-0.353343
125907,37.6934,-0.353289,-0.353289
125908,37.6937,-0.353234,-0.353234
125909,37.694,-0.353179,-0.353179
125910,37.6943,-0.353124,-0.353124
125911,37.6946,-0.353069,-0.353069
125912,37.6949,-0.353014,-0.353014
125913,37.6952,-0.352958,-0.352958
125914,37.6955,-0.352903,-0.352903
125915,37.6958,-0.352848,-0.352848
125916,37.6961,-0.352792,-0.352792
125917,37.6964,-0.352736,-0.352736
125918,37.6967,-0.352681,-0.352681
125919,37.697,-0.352625,-0.352625
125920,37.6973,-0.352569,-0.352569
125921,37.6976,-0.352513,-0.352513
125922,37.6979,-0.352457,-0.352457
125923,37.6982,-0.352401,-0.352401
125924,37.6985,-0.352344,-0.352344
125925,37.6988,-0.352288,-0.352288
125926,37.6991,-0.352231,-0.352231
125927,37.6994,-0.352175,-0.352175
125928,37.6997,-0.352118,-0.352118
125929,37.7,-0.352061,-0.352061
125930,37.7003,-0.352004,-0.352004
125931,37.7006,-0.351948,-0.351948
125932,37.7009,-0.35189,-0.35189
125933,37.7012,-0.351833,-0.351833
125934,37.7015,-0.351776,-0.351776
125935,37.7018,-0.351719,-0.351719
125936,37.7021,-0.351661,-0.351661
125937,37.7024,-0.351603,-0.351603
125938,37.7027,-0.351546,-0.351546
125939,37.703,-0.351488,-0.351488
125940,37.7033,-0.35143,-0.35143
125941,37.7036,-0.351372,-0.351372
125942,37.7039,-0.351314,-0.351314
125943,37.7042,-0.351256,-0.351256
125944,37.7045,-0.351198,-0.351198
125945,37.7048,-0.351139,-0.351139
125946,37.7051,-0.351081,-0.351081
125947,37.7054,-0.351023,-0.351023
125948,37.7057,-0.350964,-0.350964
125949,37.706,-0.350905,-0.350905
125950,37.7063,-0.350846,-0.350846
125951,37.7066,-0.350788,-0.350788
125952,37.7069,-0.350729,-0.350729
125953,37.7072,-0.350669,-0.350669
125954,37.7075,-0.35061,-0.35061
125955,37.7078,-0.350551,-0.350551
125956,37.7081,-0.350492,-0.350492
125957,37.7084,-0.350432,-0.350432
125958,37.7087,-0.350372,-0.350372
125959,37.709,-0.350313,-0.350313
125960,37.7093,-0.350253,-0.350253
125961,37.7096,-0.350193,-0.350193
125962,37.7099,-0.350133,-0.350133
125963,37.7102,-0.350073,-0.350073
125964,37.7105,-0.350013,-0.350013
125965,37.7108,-0.349953,-0.349953
125966,37.7111,-0.349893,-0.349893
125967,37.7114,-0.349833,-0.349833
125968,37.7117,-0.349772,-0.349772
125969,37.712,-0.349711,-0.349711
125970,37.7123,-0.34965,-0.34965
125971,37.7126,-0.34959,-0.34959
125972,37.7129,-0.349529,-0.349529
125973,37.7132,-0.349468,-0.349468
125974,37.7135,-0.349407,-0.349407
125975,37.7138,-0.349346,-0.349346
125976,37.7141,-0.349285,-0.349285
125977,37.7144,-0.349223,-0.349223
125978,37.7147,-0.349162,-0.349162
125979,37.715,-0.3491,-0.3491
125980,37.7153,-0.349039,-0.349039
125981,37.7156,-0.348977,-0.348977
125982,37.7159,-0.348915,-0.348915
125983,37.7162,-0.348854,-0.348854
125984,37.7165,-0.348792,-0.348792
125985,37.7168,-0.348729,-0.348729
125986,37.7171,-0.348667,-0.348667
125987,37.7174,-0.348605,-0.348605
125988,37.7177,-0.348543,-0.348543
125989,37.718,-0.34848,-0.34848
125990,37.7183,-0.348418,-0.348418
125991,37.7186,-0.348355,-0.348355
125992,37.7189,-0.348293,-0.348293
125993,37.7192,-0.34823,-0.34823
125994,37.7195,-0.348167,-0.348167
125995,37.7198,-0.348104,-0.348104
125996,37.7201,-0.348041,-0.348041
125997,37.7204,-0.347977,-0.347977
125998,37.7207,-0.347914,-0.347914
125999,37.721,-0.347851,-0.347851
126000,37.7213,-0.347788,-0.347788
126001,37.7216,-0.347724,-0.347724
126002,37.7219,-0.347661,-0.347661
126003,37.7222,-0.347597,-0.347597
126004,37.7225,-0.347533,-0.347533
126005,37.7228,-0.347469,-0.347469
126006,37.7231,-0.347405,-0.347405
126007,37.7234,-0.347342,-0.347342
126008,37.7237,-0.347278,-0.347278
126009,37.724,-0.347213,-0.347213
126010,37.7243,-0.347149,-0.347149
126011,37.7246,-0.347085,-0.347085
126012,37.7249,-0.34702,-0.34702
126013,37.7251,-0.346955,-0.346955
126014,37.7254,-0.346891,-0.346891
126015,37.7257,-0.346826,-0.346826
126016,37.726,-0.346761,-0.346761
126017,37.7263,-0.346696,-0.346696
126018,37.7266,-0.346631,-0.346631
126019,37.7269,-0.346566,-0.346566
126020,37.7272,-0.346501,-0.346501
126021,37.7275,-0.346436,-0.346436
126022,37.7278,-0.34637,-0.34637
126023,37.7281,-0.346305,-0.346305
126024,37.7284,-0.34624,-0.34624
126025,37.7287,-0.346174,-0.346174
126026,37.729,-0.346108,-0.346108
126027,37.7293,-0.346043,-0.346043
126028,37.7296,-0.345977,-0.345977
126029,37.7299,-0.34591,-0.34591
126030,37.7302,-0.345845,-0.345845
126031,37.7305,-0.345779,-0.345779
126032,37.7308,-0.345712,-0.345712
126033,37.7311,-0.345646,-0.345646
126034,37.7314,-0.34558,-0.34558
126035,37.7317,-0.345513,-0.345513
126036,37.732,-0.345447,-0.345447
126037,37.7323,-0.34538,-0.34538
126038,37.7326,-0.345313,-0.345313
126039,37.7329,-0.345247,-0.345247
126040,37.7332,-0.34518,-0.34518
126041,37.7335,-0.345113,-0.345113
126042,37.7338,-0.345046,-0.345046
126043,37.7341,-0.344979,-0.344979
126044,37.7344,-0.344911,-0.344911
126045,37.7347,-0.344844,-0.344844
126046,37.735,-0.344776,-0.344776
126047,37.7353,-0.344709,-0.344709
126048,37.7356,-0.344642,-0.344642
126049,37.7359,-0.344574,-0.344574
126050,37.7362,-0.344506,-0.344506
126051,37.7365,-0.344438,-0.344438
126052,37.7368,-0.344371,-0.344371
126053,37.7371,-0.344302,-0.344302
126054,37.7374,-0.344234,-0.344234
126055,37.7377,-0.344166,-0.344166
126056,37.738,-0.344098,-0.344098
126057,37.7383,-0.344029,-0.344029
126058,37.7386,-0.343961,-0.343961
126059,37.7389,-0.343893,-0.343893
126060,37.7392,-0.343824,-0.343824
126061,37.7395,-0.343755,-0.343755
126062,37.7398,-0.343687,-0.343687
126063,37.7401,-0.343618,-0.343618
126064,37.7404,-0.343549,-0.343549
126065,37.7407,-0.34348,-0.34348
126066,37.741,-0.343411,-0.343411
126067,37.7413,-0.343342,-0.343342
126068,37.7416,-0.343273,-0.343273
126069,37.7419,-0.343203,-0.343203
126070,37.7422,-0.343134,-0.343134
126071,37.7425,-0.343065,-0.343065
126072,37.7428,-0.342995,-0.342995
126073,37.7431,-0.342925,-0.342925
126074,37.7434,-0.342855,-0.342855
126075,37.7437,-0.342786,-0.342786
126076,37.744,-0.342716,-0.342716
126077,37.7443,-0.342645,-0.342645
126078,37.7446,-0.342575,-0.342575
126079,37.7449,-0.342506,-0.342506
126080,37.7452,-0.342435,-0.342435
126081,37.7455,-0.342365,-0.342365
126082,37.7458,-0.342294,-0.342294
126083,37.7461,-0.342224,-0.342224
126084,37.7464,-0.342154,-0.342154
126085,37.7467,-0.342083,-0.342083
126086,37.747,-0.342012,-0.342012
126087,37.7473,-0.341941,-0.341941
126088,37.7476,-0.341871,-0.341871
126089,37.7479,-0.341799,-0.341799
126090,37.7482,-0.341728,-0.341728
126091,37.7485,-0.341658,-0.341658
126092,37.7488,-0.341586,-0.341586
126093,37.7491,-0.341515,-0.341515
126094,37.7494,-0.341443,-0.341443
126095,37.7497,-0.341372,-0.341372
126096,37.75,-0.341301,-0.341301
126097,37.7503,-0.341229,-0.341229
126098,37.7506,-0.341157,-0.341157
126099,37.7509,-0.341086,-0.341086
126100,37.7512,-0.341014,-0.341014
126101,37.7515,-0.340942,-0.340942
126102,37.7518,-0.34087,-0.34087
126103,37.7521,-0.340798,-0.340798
126104,37.7524,-0.340726,-0.340726
126105,37.7527,-0.340653,-0.340653
126106,37.753,-0.340581,-0.340581
126107,37.7533,-0.340509,-0.340509
126108,37.7536,-0.340436,-0.340436
126109,37.7539,-0.340363,-0.340363
126110,37.7542,-0.340291,-0.340291
126111,37.7545,-0.340218,-0.340218
126112,37.7548,-0.340146,-0.340146
126113,37.7551,-0.340072,-0.340072
126114,37.7554,-0.34,-0.34
126115,37.7557,-0.339927,-0.339927
126116,37.756,-0.339854,-0.339854
126117,37.7563,-0.33978,-0.33978
126118,37.7566,-0.339707,-0.339707
126119,37.7569,-0.339634,-0.339634
126120,37.7572,-0.339561,-0.339561
126121,37.7575,-0.339487,-0.339487
126122,37.7578,-0.339413,-0.339413
126123,37.7581,-0.33934,-0.33934
126124,37.7584,-0.339266,-0.339266
126125,37.7587,-0.339192,-0.339192
126126,37.759,-0.339118,-0.339118
126127,37.7593,-0.339044,-0.339044
126128,37.7596,-0.33897,-0.33897
126129,37.7599,-0.338896,-0.338896
126130,37.7602,-0.338822,-0.338822
126131,37.7605,-0.338748,-0.338748
126132,37.7608,-0.338674,-0.338674
126133,37.7611,-0.338599,-0.338599
126134,37.7614,-0.338524,-0.338524
126135,37.7617,-0.33845,-0.33845
126136,37.762,-0.338375,-0.338375
126137,37.7623,-0.3383,-0.3383
126138,37.7626,-0.338226,-0.338226
126139,37.7629,-0.338151,-0.338151
126140,37.7632,-0.338076,-0.338076
126141,37.7635,-0.338001,-0.338001
126142,37.7638,-0.337926,-0.337926
126143,37.7641,-0.337851,-0.337851
126144,37.7644,-0.337776,-0.337776
126145,37.7647,-0.3377,-0.3377
126146,37.765,-0.337625,-0.337625
126147,37.7653,-0.33755,-0.33755
126148,37.7656,-0.337474,-0.337474
126149,37.7659,-0.337398,-0.337398
126150,37.7662,-0.337322,-0.337322
126151,37.7665,-0.337247,-0.337247
126152,37.7668,-0.337171,-0.337171
126153,37.7671,-0.337095,-0.337095
126154,37.7674,-0.337019,-0.337019
126155,37.7677,-0.336943,-0.336943
126156,37.768,-0.336867,-0.336867
126157,37.7683,-0.33679,-0.33679
126158,37.7686,-0.336714,-0.336714
126159,37.7689,-0.336638,-0.336638
126160,37.7692,-0.336561,-0.336561
126161,37.7695,-0.336485,-0.336485
126162,37.7698,-0.336408,-0.336408
126163,37.7701,-0.336332,-0.336332
126164,37.7704,-0.336255,-0.336255
126165,37.7707,-0.336178,-0.336178
126166,37.771,-0.336101,-0.336101
126167,37.7713,-0.336024,-0.336024
126168,37.7716,-0.335947,-0.335947
126169,37.7719,-0.33587,-0.33587
126170,37.7722,-0.335793,-0.335793
126171,37.7725,-0.335716,-0.335716
126172,37.7728,-0.335638,-0.335638
126173,37.7731,-0.335561,-0.335561
126174,37.7734,-0.335483,-0.335483
126175,37.7737,-0.335406,-0.335406
126176,37.774,-0.335328,-0.335328
126177,37.7743,-0.33525,-0.33525
126178,37.7746,-0.335173,-0.335173
126179,37.7749,-0.335095,-0.335095
126180,37.7751,-0.335017,-0.335017
126181,37.7754,-0.334939,-0.334939
126182,37.7757,-0.334861,-0.334861
126183,37.776,-0.334783,-0.334783
126184,37.7763,-0.334704,-0.334704
126185,37.7766,-0.334626,-0.334626
126186,37.7769,-0.334548,-0.334548
126187,37.7772,-0.334469,-0.334469
126188,37.7775,-0.334391,-0.334391
126189,37.7778,-0.334312,-0.334312
126190,37.7781,-0.334233,-0.334233
126191,37.7784,-0.334155,-0.334155
126192,37.7787,-0.334076,-0.334076
126193,37.779,-0.333997,-0.333997
126194,37.7793,-0.333918,-0.333918
126195,37.7796,-0.333839,-0.333839
126196,37.7799,-0.33376,-0.33376
126197,37.7802,-0.333681,-0.333681
126198,37.7805,-0.333602,-0.333602
126199,37.7808,-0.333523,-0.333523
126200,37.7811,-0.333443,-0.333443
126201,37.7814,-0.333364,-0.333364
126202,37.7817,-0.333284,-0.333284
126203,37.782,-0.333205,-0.333205
126204,37.7823,-0.333125,-0.333125
126205,37.7826,-0.333045,-0.333045
126206,37.7829,-0.332965,-0.332965
126207,37.7832,-0.332886,-0.332886
126208,37.7835,-0.332806,-0.332806
126209,37.7838,-0.332726,-0.332726
126210,37.7841,-0.332646,-0.332646
126211,37.7844,-0.332566,-0.332566
126212,37.7847,-0.332485,-0.332485
126213,37.785,-0.332405,-0.332405
126214,37.7853,-0.332325,-0.332325
126215,37.7856,-0.332244,-0.332244
126216,37.7859,-0.332164,-0.332164
126217,37.7862,-0.332083,-0.332083
126218,37.7865,-0.332003,-0.332003
126219,37.7868,-0.331922,-0.331922
126220,37.7871,-0.331841,-0.331841
126221,37.7874,-0.33176,-0.33176
126222,37.7877,-0.331679,-0.331679
126223,37.788,-0.331598,-0.331598
126224,37.7883,-0.331517,-0.331517
126225,37.7886,-0.331436,-0.331436
126226,37.7889,-0.331355,-0.331355
126227,37.7892,-0.331274,-0.331274
126228,37.7895,-0.331192,-0.331192
126229,37.7898,-0.331111,-0.331111
126230,37.7901,-0.33103,-0.33103
126231,37.7904,-0.330948,-0.330948
126232,37.7907,-0.330866,-0.330866
126233,37.791,-0.330785,-0.330785
126234,37.7913,-0.330703,-0.330703
